# 5881
0	1	1
0	2	1
0	3	1
0	5	1
0	9	1
0	10	1
0	21	1
0	23	1
0	52	1
0	82	1
0	93	1
0	108	1
0	129	1
0	155	1
0	176	1
0	213	1
0	223	1
0	237	1
0	321	1
0	469	1
0	488	1
0	504	1
0	613	1
0	636	1
0	808	1
0	884	1
0	967	1
0	1273	1
0	1319	1
0	1402	1
0	1526	1
0	1575	1
0	1696	1
0	1778	1
0	1785	1
0	1979	1
0	1980	1
0	2129	1
0	2130	1
0	2184	1
0	2385	1
0	2456	1
0	2571	1
0	3032	1
0	3709	1
0	7	-1
0	66	-1
0	410	-1
0	1274	-1
0	1287	-1
0	1308	-1
0	1337	-1
0	2010	-1
0	3891	-1
0	4262	-1
1	3	1
1	5	1
1	6	1
1	7	1
1	9	1
1	10	1
1	11	1
1	12	1
1	15	1
1	27	1
1	35	1
1	36	1
1	39	1
1	52	1
1	54	1
1	58	1
1	78	1
1	81	1
1	89	1
1	93	1
1	100	1
1	104	1
1	108	1
1	114	1
1	122	1
1	123	1
1	134	1
1	155	1
1	159	1
1	178	1
1	200	1
1	340	1
1	390	1
1	461	1
1	472	1
1	586	1
1	588	1
1	602	1
1	605	1
1	608	1
1	683	1
1	697	1
1	712	1
1	732	1
1	1319	1
1	3291	1
1	4460	1
1	5517	1
1	5803	1
1	161	-1
1	792	-1
1	3622	-1
2	3	1
2	10	1
3	4	1
3	5	1
3	6	1
3	7	1
3	9	1
3	10	1
3	11	1
3	12	1
3	13	1
3	14	1
3	15	1
3	19	1
3	20	1
3	21	1
3	22	1
3	23	1
3	24	1
3	27	1
3	29	1
3	31	1
3	32	1
3	35	1
3	36	1
3	38	1
3	39	1
3	41	1
3	45	1
3	47	1
3	48	1
3	49	1
3	50	1
3	51	1
3	52	1
3	53	1
3	54	1
3	56	1
3	57	1
3	60	1
3	70	1
3	71	1
3	77	1
3	78	1
3	79	1
3	80	1
3	81	1
3	82	1
3	83	1
3	89	1
3	92	1
3	93	1
3	94	1
3	96	1
3	98	1
3	99	1
3	101	1
3	102	1
3	103	1
3	121	1
3	127	1
3	133	1
3	134	1
3	136	1
3	138	1
3	145	1
3	150	1
3	159	1
3	167	1
3	172	1
3	176	1
3	178	1
3	180	1
3	181	1
3	188	1
3	196	1
3	200	1
3	202	1
3	205	1
3	215	1
3	216	1
3	221	1
3	227	1
3	230	1
3	233	1
3	252	1
3	259	1
3	264	1
3	265	1
3	267	1
3	268	1
3	276	1
3	279	1
3	295	1
3	297	1
3	300	1
3	321	1
3	331	1
3	336	1
3	338	1
3	356	1
3	372	1
3	375	1
3	380	1
3	384	1
3	393	1
3	397	1
3	410	1
3	414	1
3	424	1
3	427	1
3	429	1
3	434	1
3	436	1
3	448	1
3	456	1
3	471	1
3	485	1
3	488	1
3	490	1
3	491	1
3	498	1
3	516	1
3	521	1
3	522	1
3	542	1
3	543	1
3	580	1
3	583	1
3	589	1
3	598	1
3	626	1
3	644	1
3	654	1
3	680	1
3	725	1
3	732	1
3	775	1
3	776	1
3	813	1
3	835	1
3	842	1
3	959	1
3	1002	1
3	1003	1
3	1086	1
3	1116	1
3	1154	1
3	1169	1
3	1197	1
3	1234	1
3	1272	1
3	1273	1
3	1274	1
3	1308	1
3	1309	1
3	1319	1
3	1322	1
3	1325	1
3	1350	1
3	1351	1
3	1369	1
3	1401	1
3	1402	1
3	1453	1
3	1461	1
3	1495	1
3	1509	1
3	1511	1
3	1526	1
3	1537	1
3	1564	1
3	1571	1
3	1594	1
3	1626	1
3	1638	1
3	1639	1
3	1643	1
3	1650	1
3	1662	1
3	1672	1
3	1693	1
3	1696	1
3	1745	1
3	1785	1
3	1796	1
3	1809	1
3	1846	1
3	1867	1
3	1891	1
3	1899	1
3	1913	1
3	1929	1
3	1951	1
3	1979	1
3	1980	1
3	1990	1
3	1991	1
3	2002	1
3	2010	1
3	2066	1
3	2067	1
3	2071	1
3	2082	1
3	2115	1
3	2118	1
3	2125	1
3	2154	1
3	2184	1
3	2199	1
3	2206	1
3	2238	1
3	2247	1
3	2260	1
3	2277	1
3	2385	1
3	2414	1
3	2569	1
3	2571	1
3	2583	1
3	2635	1
3	2652	1
3	2688	1
3	2778	1
3	2956	1
3	3219	1
3	3261	1
3	3312	1
3	3348	1
3	3433	1
3	3469	1
3	3617	1
3	3622	1
3	3726	1
3	3775	1
3	3815	1
3	3891	1
3	4071	1
3	4086	1
3	4169	1
3	4387	1
3	4434	1
3	4757	1
3	4823	1
3	5332	1
3	5386	1
3	5410	1
3	5411	1
3	5416	1
3	5465	1
3	5525	1
3	5574	1
3	5799	1
3	5827	1
3	58	-1
3	622	-1
3	945	-1
3	1337	-1
3	1715	-1
3	1755	-1
3	2038	-1
3	2369	-1
3	2400	-1
4	24	1
4	44	1
4	52	1
4	66	1
4	67	1
4	107	1
4	123	1
4	194	1
4	253	1
4	390	1
4	680	1
4	1234	1
4	1408	1
4	1526	1
4	2086	1
4	4169	1
5	6	1
5	7	1
5	10	1
5	14	1
5	17	1
5	20	1
5	23	1
5	27	1
5	28	1
5	29	1
5	36	1
5	38	1
5	39	1
5	42	1
5	46	1
5	58	1
5	62	1
5	92	1
5	108	1
5	147	1
5	159	1
5	239	1
5	259	1
5	275	1
5	296	1
5	390	1
5	399	1
5	410	1
5	434	1
5	471	1
5	488	1
5	489	1
5	491	1
5	542	1
5	858	1
5	915	1
5	1154	1
5	1198	1
5	1210	1
5	1308	1
5	1322	1
5	1350	1
5	1402	1
5	1526	1
5	1564	1
5	1611	1
5	1796	1
5	1846	1
5	1929	1
5	1938	1
5	2087	1
5	2115	1
5	2225	1
5	2280	1
5	2399	1
5	2913	1
5	3100	1
5	3339	1
5	3603	1
5	4750	1
5	4917	1
5	5402	1
5	357	-1
5	792	-1
5	1238	-1
6	9	1
6	10	1
6	11	1
6	14	1
6	50	1
6	174	1
6	226	1
6	337	1
6	373	1
6	81	-1
6	477	-1
6	967	-1
6	1172	-1
6	2569	-1
6	3339	-1
6	3348	-1
6	4086	-1
6	5827	-1
7	8	1
7	9	1
7	10	1
7	14	1
7	16	1
7	19	1
7	22	1
7	23	1
7	35	1
7	36	1
7	41	1
7	60	1
7	66	1
7	93	1
7	114	1
7	117	1
7	138	1
7	156	1
7	157	1
7	167	1
7	233	1
7	264	1
7	295	1
7	297	1
7	334	1
7	401	1
7	410	1
7	434	1
7	435	1
7	445	1
7	461	1
7	464	1
7	471	1
7	477	1
7	488	1
7	491	1
7	499	1
7	542	1
7	543	1
7	545	1
7	557	1
7	558	1
7	565	1
7	571	1
7	572	1
7	573	1
7	576	1
7	577	1
7	588	1
7	589	1
7	598	1
7	605	1
7	636	1
7	650	1
7	662	1
7	683	1
7	694	1
7	695	1
7	697	1
7	704	1
7	718	1
7	727	1
7	744	1
7	814	1
7	835	1
7	838	1
7	859	1
7	945	1
7	994	1
7	1003	1
7	1081	1
7	1156	1
7	1174	1
7	1175	1
7	1178	1
7	1197	1
7	1273	1
7	1294	1
7	1322	1
7	1346	1
7	1350	1
7	1365	1
7	1481	1
7	1487	1
7	1491	1
7	1509	1
7	1537	1
7	1543	1
7	1581	1
7	1594	1
7	1624	1
7	1626	1
7	1697	1
7	1698	1
7	1700	1
7	1734	1
7	1738	1
7	1778	1
7	1779	1
7	1796	1
7	1809	1
7	1835	1
7	1846	1
7	1849	1
7	1856	1
7	1857	1
7	1862	1
7	1867	1
7	1868	1
7	1869	1
7	1878	1
7	1885	1
7	1913	1
7	1932	1
7	1936	1
7	1937	1
7	1942	1
7	1944	1
7	1951	1
7	1952	1
7	1957	1
7	1965	1
7	1969	1
7	1976	1
7	1990	1
7	2006	1
7	2015	1
7	2050	1
7	2066	1
7	2071	1
7	2101	1
7	2115	1
7	2125	1
7	2135	1
7	2147	1
7	2154	1
7	2161	1
7	2165	1
7	2199	1
7	2204	1
7	2225	1
7	2249	1
7	2323	1
7	2339	1
7	2345	1
7	2443	1
7	2484	1
7	2486	1
7	2488	1
7	2519	1
7	2542	1
7	2571	1
7	2583	1
7	2613	1
7	2710	1
7	2725	1
7	2762	1
7	2778	1
7	2876	1
7	2877	1
7	2944	1
7	2956	1
7	3025	1
7	3081	1
7	3116	1
7	3219	1
7	3291	1
7	3300	1
7	3325	1
7	3339	1
7	3349	1
7	3358	1
7	3376	1
7	3440	1
7	3521	1
7	3526	1
7	3537	1
7	3617	1
7	3618	1
7	3818	1
7	3891	1
7	4006	1
7	4119	1
7	4121	1
7	4141	1
7	4180	1
7	4236	1
7	4261	1
7	4393	1
7	4406	1
7	4478	1
7	5787	1
7	5791	1
7	5847	1
7	5859	1
7	559	-1
7	656	-1
7	792	-1
7	1234	-1
7	1308	-1
7	1715	-1
7	1755	-1
7	1980	-1
7	2170	-1
7	2200	-1
7	2430	-1
7	2495	-1
7	2827	-1
7	3367	-1
7	5601	-1
7	5848	-1
9	11	1
9	13	1
9	16	1
9	36	1
10	11	1
10	12	1
10	14	1
10	15	1
10	18	1
10	19	1
10	22	1
10	23	1
10	24	1
10	27	1
10	29	1
10	31	1
10	34	1
10	35	1
10	36	1
10	37	1
10	38	1
10	41	1
10	46	1
10	48	1
10	49	1
10	50	1
10	51	1
10	53	1
10	54	1
10	56	1
10	58	1
10	63	1
10	66	1
10	69	1
10	71	1
10	76	1
10	77	1
10	78	1
10	79	1
10	84	1
10	86	1
10	87	1
10	89	1
10	90	1
10	91	1
10	92	1
10	93	1
10	94	1
10	95	1
10	98	1
10	100	1
10	101	1
10	102	1
10	110	1
10	111	1
10	113	1
10	114	1
10	118	1
10	122	1
10	127	1
10	131	1
10	138	1
10	141	1
10	142	1
10	145	1
10	146	1
10	151	1
10	153	1
10	155	1
10	157	1
10	159	1
10	160	1
10	161	1
10	163	1
10	164	1
10	165	1
10	166	1
10	167	1
10	169	1
10	172	1
10	176	1
10	182	1
10	185	1
10	189	1
10	190	1
10	195	1
10	206	1
10	207	1
10	215	1
10	221	1
10	226	1
10	228	1
10	233	1
10	237	1
10	240	1
10	242	1
10	249	1
10	250	1
10	252	1
10	259	1
10	260	1
10	269	1
10	277	1
10	281	1
10	288	1
10	298	1
10	307	1
10	308	1
10	316	1
10	320	1
10	323	1
10	331	1
10	332	1
10	333	1
10	344	1
10	354	1
10	362	1
10	377	1
10	381	1
10	383	1
10	396	1
10	398	1
10	408	1
10	410	1
10	411	1
10	417	1
10	422	1
10	424	1
10	427	1
10	432	1
10	436	1
10	437	1
10	450	1
10	471	1
10	477	1
10	484	1
10	488	1
10	489	1
10	491	1
10	493	1
10	498	1
10	500	1
10	501	1
10	520	1
10	536	1
10	543	1
10	572	1
10	573	1
10	576	1
10	577	1
10	593	1
10	596	1
10	601	1
10	606	1
10	607	1
10	617	1
10	661	1
10	674	1
10	677	1
10	684	1
10	707	1
10	732	1
10	745	1
10	789	1
10	831	1
10	835	1
10	842	1
10	880	1
10	897	1
10	910	1
10	911	1
10	915	1
10	945	1
10	960	1
10	983	1
10	991	1
10	1002	1
10	1003	1
10	1051	1
10	1052	1
10	1107	1
10	1120	1
10	1156	1
10	1175	1
10	1234	1
10	1272	1
10	1273	1
10	1274	1
10	1291	1
10	1294	1
10	1337	1
10	1350	1
10	1366	1
10	1382	1
10	1402	1
10	1478	1
10	1509	1
10	1545	1
10	1564	1
10	1581	1
10	1611	1
10	1612	1
10	1635	1
10	1651	1
10	1734	1
10	1807	1
10	1846	1
10	1927	1
10	1980	1
10	1989	1
10	1991	1
10	2039	1
10	2117	1
10	2145	1
10	2172	1
10	2257	1
10	2309	1
10	2329	1
10	2335	1
10	2344	1
10	2464	1
10	2569	1
10	2864	1
10	2962	1
10	3059	1
10	4847	1
10	5327	1
10	5328	1
10	5331	1
10	135	-1
10	266	-1
10	349	-1
10	407	-1
10	856	-1
10	1227	-1
10	1453	-1
11	13	1
11	24	1
11	27	1
11	46	1
11	52	1
11	54	1
11	82	1
11	89	1
11	107	1
11	176	1
11	189	1
11	212	1
11	241	1
11	264	1
11	400	1
11	433	1
11	449	1
11	570	1
11	729	1
11	754	1
11	2135	1
11	2238	-1
11	4127	-1
12	14	1
12	15	1
12	39	1
12	52	1
12	189	1
12	2206	-1
12	2803	-1
14	15	1
14	18	1
14	27	1
14	57	1
14	81	1
14	108	1
14	141	1
14	260	1
14	313	1
14	354	1
14	471	1
14	967	1
14	1230	1
14	1594	1
14	1808	1
14	2763	1
14	3116	1
14	3685	1
14	3647	-1
14	3659	-1
14	3660	-1
14	3662	-1
14	3663	-1
15	21	1
15	29	1
15	43	1
15	52	1
15	60	1
15	76	1
15	80	1
15	91	1
15	184	1
15	218	1
15	479	1
15	601	1
15	635	1
15	896	1
15	945	1
15	1169	1
15	1170	1
15	1171	1
15	1172	1
15	1907	1
15	2456	1
15	2751	1
15	3647	1
15	4262	1
16	38	1
16	56	1
16	83	1
16	91	1
16	108	1
16	114	1
16	134	1
16	150	1
16	259	1
16	266	1
16	297	1
16	312	1
16	334	1
16	490	1
16	500	1
16	579	1
16	597	1
16	739	1
16	741	1
16	792	1
16	1116	1
16	1154	1
16	1308	1
16	1346	1
16	1453	1
16	1482	1
16	1495	1
16	1537	1
16	1564	1
16	1569	1
16	1581	1
16	1594	1
16	1638	1
16	1639	1
16	1684	1
16	1692	1
16	1715	1
16	1734	1
16	1754	1
16	1774	1
16	1827	1
16	1899	1
16	1913	1
16	1980	1
16	2023	1
16	2116	1
16	2117	1
16	2134	1
16	2135	1
16	2199	1
16	2247	1
16	2280	1
16	2297	1
16	2454	1
16	2561	1
16	2569	1
16	2683	1
16	2737	1
16	2861	1
16	2863	1
16	2876	1
16	2957	1
16	3085	1
16	3130	1
16	3149	1
16	3233	1
16	3399	1
16	3440	1
16	3537	1
16	3553	1
16	3618	1
16	3622	1
16	3629	1
16	3724	1
16	3744	1
16	3812	1
16	3854	1
16	4086	1
16	4169	1
16	4196	1
16	4316	1
16	4462	1
16	4601	1
16	4616	1
16	4696	1
16	4928	1
16	5416	1
16	93	-1
16	265	-1
16	360	-1
16	410	-1
16	477	-1
16	835	-1
16	1294	-1
16	1589	-1
16	1785	-1
16	2010	-1
16	2101	-1
16	2115	-1
16	2773	-1
16	2783	-1
16	3187	-1
16	3348	-1
16	3730	-1
16	3752	-1
16	4048	-1
16	4240	-1
16	4242	-1
16	4738	-1
16	4918	-1
16	5421	-1
17	23	1
17	580	1
17	629	1
17	733	1
17	757	1
17	884	1
17	1812	1
17	1930	1
17	2072	1
17	2085	1
17	1337	-1
18	23	1
18	43	1
18	52	1
18	80	1
18	89	1
18	184	1
18	194	1
18	315	1
18	2725	1
19	32	1
19	33	1
19	54	1
19	58	1
19	93	1
19	127	1
19	143	1
19	155	1
19	163	1
19	167	1
19	169	1
19	176	1
19	205	1
19	211	1
19	212	1
19	230	1
19	233	1
19	237	1
19	257	1
19	259	1
19	284	1
19	291	1
19	320	1
19	350	1
19	413	1
19	469	1
19	472	1
